"","countries","year","fert_index"
"7955","Central Europe and the Baltics",1990,1.93101943205665
"7956","Switzerland",1990,1.58
"7957","Channel Islands",1990,1.46
"7958","Chile",1990,2.501
"7959","China",1990,2.428
"7960","Cote d'Ivoire",1990,6.622
"7961","Cameroon",1990,6.434
"7962","Congo, Rep.",1990,5.349
"7963","Colombia",1990,2.994
"7964","Comoros",1990,6.412
"7965","Cabo Verde",1990,5.307
"7966","Costa Rica",1990,3.172
"7967","Caribbean small states",1990,2.9361421232796
"7968","Cuba",1990,1.75
"7971","Cyprus",1990,2.411
"7972","Czech Republic",1990,1.9
"7973","Germany",1990,1.45
"7974","Djibouti",1990,6.087
"7976","Denmark",1990,1.67
"7977","Dominican Republic",1990,3.465
"7978","Algeria",1990,4.726
"7979","East Asia & Pacific (excluding high income)",1990,2.67122656795349
"7980","Early-demographic dividend",1990,4.21854546688842
"7981","East Asia & Pacific",1990,2.55396942274144
"7982","Europe & Central Asia (excluding high income)",1990,2.33542222595925
"7983","Europe & Central Asia",1990,1.95499554332685
"7984","Ecuador",1990,3.767
"7985","Egypt, Arab Rep.",1990,4.663
"7986","Euro area",1990,1.53445122266291
"7987","Eritrea",1990,6.387
"7988","Spain",1990,1.36
"7989","Estonia",1990,2.05
"7990","Ethiopia",1990,7.246
"7991","European Union",1990,1.6582478768167
"7992","Fragile and conflict affected situations",1990,5.91908562459399
"7993","Finland",1990,1.78
"7994","Fiji",1990,3.398
"7995","France",1990,1.77
"7996","Faroe Islands",1990,2.8
"7997","Micronesia, Fed. Sts.",1990,4.958
"7998","Gabon",1990,5.421
"7999","United Kingdom",1990,1.83
"8000","Georgia",1990,2.18
"8001","Ghana",1990,5.616
"8003","Guinea",1990,6.598
"8004","Gambia, The",1990,6.107
"8005","Guinea-Bissau",1990,6.627
"8006","Equatorial Guinea",1990,5.9
"8007","Greece",1990,1.4
"8008","Grenada",1990,3.842
"8009","Greenland",1990,2.444
"8010","Guatemala",1990,5.315
"8011","Guam",1990,3.013
"8012","Guyana",1990,3.601
"8013","High income",1990,1.84821777357536
"8014","Hong Kong SAR, China",1990,1.272
"8015","Honduras",1990,5.139
"8016","Heavily indebted poor countries (HIPC)",1990,6.63788533221922
"8017","Croatia",1990,1.63
"8018","Haiti",1990,5.43
"8019","Hungary",1990,1.87
"8020","IBRD only",1990,3.10808859334142
"8021","IDA & IBRD total",1990,3.6062580388339
"8022","IDA total",1990,5.63875978135815
"8023","IDA blend",1990,5.22027661967271
"8024","Indonesia",1990,3.122
"8025","IDA only",1990,5.89888377108213
"8027","India",1990,4.044
"8029","Ireland",1990,2.11
"8030","Iran, Islamic Rep.",1990,4.818
"8031","Iraq",1990,5.882
"8032","Iceland",1990,2.3
"8033","Israel",1990,2.824
"8034","Italy",1990,1.33
"8035","Jamaica",1990,2.947
"8036","Jordan",1990,5.536
"8037","Japan",1990,1.54
"8038","Kazakhstan",1990,2.72
"8039","Kenya",1990,6.037
"8040","Kyrgyz Republic",1990,3.63
"8041","Cambodia",1990,5.601
"8042","Kiribati",1990,4.688
"8044","Korea, Rep.",1990,1.57
"8045","Kosovo",1990,3.9
"8046","Kuwait",1990,2.593
"8047","Latin America & Caribbean (excluding high income)",1990,3.2528696197886
"8048","Lao PDR",1990,6.151
"8049","Lebanon",1990,3.002
"8050","Liberia",1990,6.499
"8051","Libya",1990,4.962
"8052","St. Lucia",1990,3.398
"8053","Latin America & Caribbean",1990,3.21186332851717
"8054","Least developed countries: UN classification",1990,5.96164574122635
"8055","Low income",1990,6.36045871701137
"8057","Sri Lanka",1990,2.483
"8058","Lower middle income",1990,4.26805219733192
"8059","Low & middle income",1990,3.61596582346775
"8060","Lesotho",1990,4.919
"8061","Late-demographic dividend",1990,2.49078536608272
"8062","Lithuania",1990,2.03
"8063","Luxembourg",1990,1.6
"8064","Latvia",1990,2.02
"8065","Macao SAR, China",1990,1.694
"8066","St. Martin (French part)",1990,2.12
"8067","Morocco",1990,4.058
"8069","Moldova",1990,2.414
"8070","Madagascar",1990,6.258
"8071","Maldives",1990,5.993
"8072","Middle East & North Africa",1990,4.912401757223
"8073","Mexico",1990,3.478
"8075","Middle income",1990,3.41100779026641
"8076","Macedonia, FYR",1990,2.206
"8077","Mali",1990,7.165
"8078","Malta",1990,2.04
"8079","Myanmar",1990,3.451
"8080","Middle East & North Africa (excluding high income)",1990,4.92006810036274
"8081","Montenegro",1990,2.078
"8082","Mongolia",1990,4.052
"8084","Mozambique",1990,6.236
"8085","Mauritania",1990,5.98
"8086","Mauritius",1990,2.32
"8087","Malawi",1990,7.001
"8088","Malaysia",1990,3.515
"8089","North America",1990,2.05518834420533
"8090","Namibia",1990,5.227
"8091","New Caledonia",1990,3.19
"8092","Niger",1990,7.721
"8093","Nigeria",1990,6.49
"8094","Nicaragua",1990,4.597
"8095","Netherlands",1990,1.62
"8096","Norway",1990,1.93
"8097","Nepal",1990,5.172
"8099","New Zealand",1990,2.18
"8100","OECD members",1990,1.97512991663566
"8101","Oman",1990,7.164
"8102","Other small states",1990,4.45190914779729
"8103","Pakistan",1990,6.024
"8104","Panama",1990,3.057
"8105","Peru",1990,3.828
"8106","Philippines",1990,4.32
"8107","Palau",1990,2.84
"8108","Papua New Guinea",1990,4.802
"8109","Poland",1990,2.06
"8110","Pre-demographic dividend",1990,6.60580551891402
"8111","Puerto Rico",1990,2.219
"8112","Korea, Dem. People’s Rep.",1990,2.289
"8113","Portugal",1990,1.56
"8114","Paraguay",1990,4.547
"8115","Pacific island small states",1990,4.3603785262191
"8116","Post-demographic dividend",1990,1.74978770478397
"8117","French Polynesia",1990,3.4
"8118","Qatar",1990,4.016
"8119","Romania",1990,1.83
"8120","Russian Federation",1990,1.89
"8121","Rwanda",1990,7.291
"8122","South Asia",1990,4.28755860096337
"8123","Saudi Arabia",1990,5.904
"8124","Sudan",1990,6.153
"8125","Senegal",1990,6.63
"8126","Singapore",1990,1.865
"8127","Solomon Islands",1990,5.851
"8128","Sierra Leone",1990,6.669
"8129","El Salvador",1990,3.922
"8131","Somalia",1990,7.397
"8133","Sub-Saharan Africa (excluding high income)",1990,6.36402226180498
"8134","South Sudan",1990,6.761
"8135","Sub-Saharan Africa",1990,6.36402226180499
"8136","Small states",1990,4.06719946129888
"8137","Sao Tome and Principe",1990,5.82
"8138","Suriname",1990,3.282
"8139","Slovak Republic",1990,2.09
"8140","Slovenia",1990,1.46
"8141","Sweden",1990,2.13
"8142","Swaziland",1990,5.744
"8145","Syrian Arab Republic",1990,5.313
"8147","Chad",1990,7.313
"8148","East Asia & Pacific (IDA & IBRD countries)",1990,2.67646283639108
"8149","Europe & Central Asia (IDA & IBRD countries)",1990,2.30205557571549
"8150","Togo",1990,6.324
"8151","Thailand",1990,2.113
"8152","Tajikistan",1990,5.175
"8153","Turkmenistan",1990,4.345
"8154","Latin America & the Caribbean (IDA & IBRD countries)",1990,3.26149890290961
"8155","Middle East & North Africa (IDA & IBRD countries)",1990,4.90478990942555
"8156","Timor-Leste",1990,5.34
"8157","Tonga",1990,4.644
"8158","South Asia (IDA & IBRD)",1990,4.28755860096337
"8159","Sub-Saharan Africa (IDA & IBRD countries)",1990,6.36402226180498
"8160","Trinidad and Tobago",1990,2.453
"8161","Tunisia",1990,3.38
"8162","Turkey",1990,3.076
"8164","Tanzania",1990,6.213
"8165","Uganda",1990,7.091
"8166","Ukraine",1990,1.844
"8167","Upper middle income",1990,2.68987355740287
"8168","Uruguay",1990,2.52
"8169","United States",1990,2.081
"8170","Uzbekistan",1990,4.072
"8171","St. Vincent and the Grenadines",1990,2.956
"8172","Venezuela, RB",1990,3.448
"8174","Virgin Islands (U.S.)",1990,2.954
"8175","Vietnam",1990,3.553
"8176","Vanuatu",1990,4.927
"8177","West Bank and Gaza",1990,6.719
"8178","World",1990,3.27706504976496
"8179","Samoa",1990,5.118
"8180","Yemen, Rep.",1990,8.607
"8181","South Africa",1990,3.658
"8182","Congo, Dem. Rep.",1990,7.058
"8183","Zambia",1990,6.502
"8184","Zimbabwe",1990,5.176
"8185","Aruba",1991,2.221
"8187","Afghanistan",1991,7.479
"8188","Angola",1991,7.187
"8189","Albania",1991,2.905
"8190","Arab World",1991,5.03282421110711
"8191","United Arab Emirates",1991,4.193
"8192","Argentina",1991,2.954
"8193","Armenia",1991,2.482
"8195","Antigua and Barbuda",1991,2.073
"8196","Australia",1991,1.849
"8197","Austria",1991,1.51
"8198","Azerbaijan",1991,2.87
"8199","Burundi",1991,7.508
"8200","Belgium",1991,1.66
"8201","Benin",1991,6.677
"8202","Burkina Faso",1991,6.979
"8203","Bangladesh",1991,4.314
"8204","Bulgaria",1991,1.66
"8205","Bahrain",1991,3.601
"8206","Bahamas, The",1991,2.631
"8207","Bosnia and Herzegovina",1991,1.724
"8208","Belarus",1991,1.8
"8209","Belize",1991,4.436
"8211","Bolivia",1991,4.817
"8212","Brazil",1991,2.717
"8213","Barbados",1991,1.733
"8214","Brunei Darussalam",1991,3.438
"8215","Bhutan",1991,5.431
"8216","Botswana",1991,4.542
"8217","Central African Republic",1991,5.734
"8218","Canada",1991,1.7
"8219","Central Europe and the Baltics",1991,1.85623912895499
"8220","Switzerland",1991,1.58
"8221","Channel Islands",1991,1.461
"8222","Chile",1991,2.456
"8223","China",1991,2.276
"8224","Cote d'Ivoire",1991,6.536
"8225","Cameroon",1991,6.352
"8226","Congo, Rep.",1991,5.286
"8227","Colombia",1991,2.927
"8228","Comoros",1991,6.291
"8229","Cabo Verde",1991,5.165
"8230","Costa Rica",1991,3.11
"8231","Caribbean small states",1991,2.87191206840259
"8232","Cuba",1991,1.714
"8235","Cyprus",1991,2.381
"8236","Czech Republic",1991,1.86
"8237","Germany",1991,1.33
"8238","Djibouti",1991,6
"8240","Denmark",1991,1.68
"8241","Dominican Republic",1991,3.397
"8242","Algeria",1991,4.479
"8243","East Asia & Pacific (excluding high income)",1991,2.53877995995021
"8244","Early-demographic dividend",1991,4.1126164544547
"8245","East Asia & Pacific",1991,2.43895626917185
"8246","Europe & Central Asia (excluding high income)",1991,2.22460740516415
"8247","Europe & Central Asia",1991,1.89068957652822
"8248","Ecuador",1991,3.679
"8249","Egypt, Arab Rep.",1991,4.455
"8250","Euro area",1991,1.4889190959201
"8251","Eritrea",1991,6.316
"8252","Spain",1991,1.33
"8253","Estonia",1991,1.8
"8254","Ethiopia",1991,7.193
"8255","European Union",1991,1.61211478402757
"8256","Fragile and conflict affected situations",1991,5.85233280848435
"8257","Finland",1991,1.79
"8258","Fiji",1991,3.374
"8259","France",1991,1.75
"8260","Faroe Islands",1991,2.6
"8261","Micronesia, Fed. Sts.",1991,4.882
"8262","Gabon",1991,5.345
"8263","United Kingdom",1991,1.82
"8264","Georgia",1991,2.132
"8265","Ghana",1991,5.505
"8267","Guinea",1991,6.57
"8268","Gambia, The",1991,6.095
"8269","Guinea-Bissau",1991,6.582
"8270","Equatorial Guinea",1991,5.901
"8271","Greece",1991,1.38
"8272","Grenada",1991,3.701
"8273","Greenland",1991,2.421
"8274","Guatemala",1991,5.244
"8275","Guam",1991,2.969
"8276","Guyana",1991,3.535
"8277","High income",1991,1.82702422805682
"8278","Hong Kong SAR, China",1991,1.281
"8279","Honduras",1991,5.048
"8280","Heavily indebted poor countries (HIPC)",1991,6.58674613420972
"8281","Croatia",1991,1.53
"8282","Haiti",1991,5.318
"8283","Hungary",1991,1.87
"8284","IBRD only",1991,2.99222797436334
"8285","IDA & IBRD total",1991,3.49905293044077
"8286","IDA total",1991,5.55220401624346
"8287","IDA blend",1991,5.13557875393605
"8288","Indonesia",1991,3.023
"8289","IDA only",1991,5.81025308062873
"8291","India",1991,3.959
"8293","Ireland",1991,2.08
"8294","Iran, Islamic Rep.",1991,4.478
"8295","Iraq",1991,5.794
"8296","Iceland",1991,2.18
"8297","Israel",1991,2.762
"8298","Italy",1991,1.3
"8299","Jamaica",1991,2.899
"8300","Jordan",1991,5.349
"8301","Japan",1991,1.53
"8302","Kazakhstan",1991,2.61
"8303","Kenya",1991,5.847
"8304","Kyrgyz Republic",1991,3.58
"8305","Cambodia",1991,5.421
"8306","Kiribati",1991,4.635
"8308","Korea, Rep.",1991,1.71
"8309","Kosovo",1991,3.58
"8310","Kuwait",1991,2.487
"8311","Latin America & Caribbean (excluding high income)",1991,3.17033670463607
"8312","Lao PDR",1991,6.054
"8313","Lebanon",1991,2.919
"8314","Liberia",1991,6.414
"8315","Libya",1991,4.667
"8316","St. Lucia",1991,3.298
"8317","Latin America & Caribbean",1991,3.13199471008593
"8318","Least developed countries: UN classification",1991,5.87999398803687
"8319","Low income",1991,6.3208662742909
"8321","Sri Lanka",1991,2.433
"8322","Lower middle income",1991,4.17360565395581
"8323","Low & middle income",1991,3.50792718848119
"8324","Lesotho",1991,4.837
"8325","Late-demographic dividend",1991,2.35888126662983
"8326","Lithuania",1991,2.01
"8327","Luxembourg",1991,1.6
"8328","Latvia",1991,1.86
"8329","Macao SAR, China",1991,1.589
"8330","St. Martin (French part)",1991,2.05
"8331","Morocco",1991,3.905
"8333","Moldova",1991,2.309
"8334","Madagascar",1991,6.225
"8335","Maldives",1991,5.674
"8336","Middle East & North Africa",1991,4.70721970280894
"8337","Mexico",1991,3.382
"8339","Middle income",1991,3.29701871318693
"8340","Macedonia, FYR",1991,2.171
"8341","Mali",1991,7.159
"8342","Malta",1991,2.04
"8343","Myanmar",1991,3.337
"8344","Middle East & North Africa (excluding high income)",1991,4.70734074776072
"8345","Montenegro",1991,2.063
"8346","Mongolia",1991,3.746
"8348","Mozambique",1991,6.19
"8349","Mauritania",1991,5.932
"8350","Mauritius",1991,2.3
"8351","Malawi",1991,6.886
"8352","Malaysia",1991,3.485
"8353","North America",1991,2.02523029352372
"8354","Namibia",1991,5.098
"8355","New Caledonia",1991,3.15
"8356","Niger",1991,7.73
"8357","Nigeria",1991,6.443
"8358","Nicaragua",1991,4.433
"8359","Netherlands",1991,1.61
"8360","Norway",1991,1.92
"8361","Nepal",1991,5.097
"8363","New Zealand",1991,2.16
"8364","OECD members",1991,1.94972144820269
"8365","Oman",1991,6.831
"8366","Other small states",1991,4.37039918481725
"8367","Pakistan",1991,5.896
"8368","Panama",1991,3
"8369","Peru",1991,3.722
"8370","Philippines",1991,4.246
"8372","Papua New Guinea",1991,4.756
"8373","Poland",1991,2.07
"8374","Pre-demographic dividend",1991,6.55620270114562
"8375","Puerto Rico",1991,2.201
"8376","Korea, Dem. People’s Rep.",1991,2.262
"8377","Portugal",1991,1.56
"8378","Paraguay",1991,4.457
"8379","Pacific island small states",1991,4.31374708198833
"8380","Post-demographic dividend",1991,1.72460064381585
"8381","French Polynesia",1991,3.291
"8382","Qatar",1991,3.894
"8383","Romania",1991,1.59
"8384","Russian Federation",1991,1.732
"8385","Rwanda",1991,7.015
"8386","South Asia",1991,4.19323903086021
"8387","Saudi Arabia",1991,5.76
"8388","Sudan",1991,6.092
"8389","Senegal",1991,6.519
"8390","Singapore",1991,1.77
"8391","Solomon Islands",1991,5.728
"8392","Sierra Leone",1991,6.659
"8393","El Salvador",1991,3.827
"8395","Somalia",1991,7.455
"8396","Serbia",1991,1.8
"8397","Sub-Saharan Africa (excluding high income)",1991,6.29836281190836
"8398","South Sudan",1991,6.726
"8399","Sub-Saharan Africa",1991,6.29836281190836
"8400","Small states",1991,3.99513090449678
"8401","Sao Tome and Principe",1991,5.765
"8402","Suriname",1991,3.231
"8403","Slovak Republic",1991,2.05
"8404","Slovenia",1991,1.42
"8405","Sweden",1991,2.11
"8406","Swaziland",1991,5.571
"8409","Syrian Arab Republic",1991,5.11
"8411","Chad",1991,7.346
"8412","East Asia & Pacific (IDA & IBRD countries)",1991,2.54255168829066
"8413","Europe & Central Asia (IDA & IBRD countries)",1991,2.20333044562742
"8414","Togo",1991,6.202
"8415","Thailand",1991,2.055
"8416","Tajikistan",1991,5.067
"8417","Turkmenistan",1991,4.222
"8418","Latin America & the Caribbean (IDA & IBRD countries)",1991,3.17899093135277
"8419","Middle East & North Africa (IDA & IBRD countries)",1991,4.69042347642493
"8420","Timor-Leste",1991,5.469
"8421","Tonga",1991,4.612
"8422","South Asia (IDA & IBRD)",1991,4.19323903086021
"8423","Sub-Saharan Africa (IDA & IBRD countries)",1991,6.29836281190836
"8424","Trinidad and Tobago",1991,2.339
"8425","Tunisia",1991,3.31
"8426","Turkey",1991,2.986
"8428","Tanzania",1991,6.148
"8429","Uganda",1991,7.082
"8430","Ukraine",1991,1.773
"8431","Upper middle income",1991,2.55564629106645
"8432","Uruguay",1991,2.509
"8433","United States",1991,2.0625
"8434","Uzbekistan",1991,4.199
"8435","St. Vincent and the Grenadines",1991,2.907
"8436","Venezuela, RB",1991,3.37
"8438","Virgin Islands (U.S.)",1991,2.895
"8439","Vietnam",1991,3.415
"8440","Vanuatu",1991,4.887
"8441","West Bank and Gaza",1991,6.675
"8442","World",1991,3.18932134403118
"8443","Samoa",1991,5.034
"8444","Yemen, Rep.",1991,8.459
"8445","South Africa",1991,3.53
"8446","Congo, Dem. Rep.",1991,7.081
"8447","Zambia",1991,6.439
"8448","Zimbabwe",1991,5.001
"8449","Aruba",1992,2.187
"8451","Afghanistan",1992,7.502
"8452","Angola",1992,7.164
"8453","Albania",1992,2.829
"8454","Arab World",1992,4.90251056612493
"8455","United Arab Emirates",1992,3.989
"8456","Argentina",1992,2.913
"8457","Armenia",1992,2.399
"8459","Antigua and Barbuda",1992,2.096
"8460","Australia",1992,1.888
"8461","Austria",1992,1.51
"8462","Azerbaijan",1992,2.74
"8463","Burundi",1992,7.465
"8464","Belgium",1992,1.65
"8465","Benin",1992,6.603
"8466","Burkina Faso",1992,6.95
"8467","Bangladesh",1992,4.146
"8468","Bulgaria",1992,1.55
"8469","Bahrain",1992,3.466
"8470","Bahamas, The",1992,2.621
"8471","Bosnia and Herzegovina",1992,1.692
"8472","Belarus",1992,1.75
"8473","Belize",1992,4.363
"8475","Bolivia",1992,4.741
"8476","Brazil",1992,2.643
"8477","Barbados",1992,1.729
"8478","Brunei Darussalam",1992,3.329
"8479","Bhutan",1992,5.216
"8480","Botswana",1992,4.394
"8481","Central African Republic",1992,5.691
"8482","Canada",1992,1.71
"8483","Central Europe and the Baltics",1992,1.75146111793174
"8484","Switzerland",1992,1.58
"8485","Channel Islands",1992,1.457
"8486","Chile",1992,2.407
"8487","China",1992,2.111
"8488","Cote d'Ivoire",1992,6.454
"8489","Cameroon",1992,6.264
"8490","Congo, Rep.",1992,5.235
"8491","Colombia",1992,2.86
"8492","Comoros",1992,6.171
"8493","Cabo Verde",1992,5.018
"8494","Costa Rica",1992,3.044
"8495","Caribbean small states",1992,2.81327247127512
"8496","Cuba",1992,1.682
"8499","Cyprus",1992,2.337
"8500","Czech Republic",1992,1.71
"8501","Germany",1992,1.29
"8502","Djibouti",1992,5.879
"8503","Dominica",1992,2.5
"8504","Denmark",1992,1.76
"8505","Dominican Republic",1992,3.329
"8506","Algeria",1992,4.223
"8507","East Asia & Pacific (excluding high income)",1992,2.39781270377899
"8508","Early-demographic dividend",1992,4.00670534551762
"8509","East Asia & Pacific",1992,2.31412202458948
"8510","Europe & Central Asia (excluding high income)",1992,2.10871339501671
"8511","Europe & Central Asia",1992,1.81876578419
"8512","Ecuador",1992,3.594
"8513","Egypt, Arab Rep.",1992,4.247
"8514","Euro area",1992,1.4698015222416
"8515","Eritrea",1992,6.233
"8516","Spain",1992,1.32
"8517","Estonia",1992,1.71
"8518","Ethiopia",1992,7.143
"8519","European Union",1992,1.5755233580129
"8520","Fragile and conflict affected situations",1992,5.78919848759723
"8521","Finland",1992,1.85
"8522","Fiji",1992,3.352
"8523","France",1992,1.74
"8524","Faroe Islands",1992,2.5
"8525","Micronesia, Fed. Sts.",1992,4.82
"8526","Gabon",1992,5.263
"8527","United Kingdom",1992,1.79
"8528","Georgia",1992,2.076
"8529","Ghana",1992,5.391
"8531","Guinea",1992,6.535
"8532","Gambia, The",1992,6.083
"8533","Guinea-Bissau",1992,6.526
"8534","Equatorial Guinea",1992,5.902
"8535","Greece",1992,1.39
"8536","Grenada",1992,3.551
"8537","Greenland",1992,2.607
"8538","Guatemala",1992,5.174
"8539","Guam",1992,2.929
"8540","Guyana",1992,3.467
"8541","High income",1992,1.80508017948316
"8542","Hong Kong SAR, China",1992,1.347
"8543","Honduras",1992,4.956
"8544","Heavily indebted poor countries (HIPC)",1992,6.53514874340457
"8545","Croatia",1992,1.48
"8546","Haiti",1992,5.21
"8547","Hungary",1992,1.77
"8548","IBRD only",1992,2.87685035775588
"8549","IDA & IBRD total",1992,3.39265711521287
"8550","IDA total",1992,5.4588133133058
"8551","IDA blend",1992,5.02727301132294
"8552","Indonesia",1992,2.931
"8553","IDA only",1992,5.72505704044188
"8555","India",1992,3.877
"8557","Ireland",1992,1.99
"8558","Iran, Islamic Rep.",1992,4.139
"8559","Iraq",1992,5.702
"8560","Iceland",1992,2.21
"8561","Israel",1992,2.7
"8562","Italy",1992,1.3
"8563","Jamaica",1992,2.86
"8564","Jordan",1992,5.169
"8565","Japan",1992,1.502
"8566","Kazakhstan",1992,2.5
"8567","Kenya",1992,5.668
"8568","Kyrgyz Republic",1992,3.52
"8569","Cambodia",1992,5.237
"8570","Kiribati",1992,4.576
"8571","St. Kitts and Nevis",1992,2.6
"8572","Korea, Rep.",1992,1.76
"8573","Kosovo",1992,2.96
"8574","Kuwait",1992,2.456
"8575","Latin America & Caribbean (excluding high income)",1992,3.09531867957113
"8576","Lao PDR",1992,5.928
"8577","Lebanon",1992,2.841
"8578","Liberia",1992,6.336
"8579","Libya",1992,4.381
"8580","St. Lucia",1992,3.195
"8581","Latin America & Caribbean",1992,3.05903306510603
"8582","Least developed countries: UN classification",1992,5.80209332138263
"8583","Low income",1992,6.28375794167054
"8585","Sri Lanka",1992,2.39
"8586","Lower middle income",1992,4.07726424253447
"8587","Low & middle income",1992,3.40202992867159
"8588","Lesotho",1992,4.759
"8589","Late-demographic dividend",1992,2.22033224316736
"8590","Lithuania",1992,1.97
"8591","Luxembourg",1992,1.64
"8592","Latvia",1992,1.73
"8593","Macao SAR, China",1992,1.487
"8594","St. Martin (French part)",1992,1.94
"8595","Morocco",1992,3.755
"8597","Moldova",1992,2.199
"8598","Madagascar",1992,6.179
"8599","Maldives",1992,5.336
"8600","Middle East & North Africa",1992,4.52091189673979
"8601","Mexico",1992,3.291
"8603","Middle income",1992,3.18428529677165
"8604","Macedonia, FYR",1992,2.131
"8605","Mali",1992,7.146
"8606","Malta",1992,2.11
"8607","Myanmar",1992,3.241
"8608","Middle East & North Africa (excluding high income)",1992,4.49459864545438
"8609","Montenegro",1992,2.046
"8610","Mongolia",1992,3.451
"8612","Mozambique",1992,6.138
"8613","Mauritania",1992,5.88
"8614","Mauritius",1992,2.37
"8615","Malawi",1992,6.778
"8616","Malaysia",1992,3.454
"8617","North America",1992,2.01152225643822
"8618","Namibia",1992,4.97
"8619","New Caledonia",1992,2.99
"8620","Niger",1992,7.737
"8621","Nigeria",1992,6.395
"8622","Nicaragua",1992,4.27
"8623","Netherlands",1992,1.59
"8624","Norway",1992,1.88
"8625","Nepal",1992,5.015
"8627","New Zealand",1992,2.12
"8628","OECD members",1992,1.92476320793703
"8629","Oman",1992,6.472
"8630","Other small states",1992,4.30800206860444
"8631","Pakistan",1992,5.76
"8632","Panama",1992,2.952
"8633","Peru",1992,3.617
"8634","Philippines",1992,4.177
"8636","Papua New Guinea",1992,4.723
"8637","Poland",1992,1.95
"8638","Pre-demographic dividend",1992,6.50525427262822
"8639","Puerto Rico",1992,2.18
"8640","Korea, Dem. People’s Rep.",1992,2.235
"8641","Portugal",1992,1.54
"8642","Paraguay",1992,4.368
"8643","Pacific island small states",1992,4.26584852023565
"8644","Post-demographic dividend",1992,1.70524677982143
"8645","French Polynesia",1992,3.175
"8646","Qatar",1992,3.796
"8647","Romania",1992,1.51
"8648","Russian Federation",1992,1.552
"8649","Rwanda",1992,6.753
"8650","South Asia",1992,4.10236563770757
"8651","Saudi Arabia",1992,5.604
"8652","Sudan",1992,6.028
"8653","Senegal",1992,6.404
"8654","Singapore",1992,1.76
"8655","Solomon Islands",1992,5.596
"8656","Sierra Leone",1992,6.64
"8657","El Salvador",1992,3.734
"8659","Somalia",1992,7.512
"8661","Sub-Saharan Africa (excluding high income)",1992,6.23302945737401
"8662","South Sudan",1992,6.686
"8663","Sub-Saharan Africa",1992,6.2325128691991
"8664","Small states",1992,3.93857814528672
"8665","Sao Tome and Principe",1992,5.71
"8666","Suriname",1992,3.181
"8667","Slovak Republic",1992,1.93
"8668","Slovenia",1992,1.33
"8669","Sweden",1992,2.09
"8670","Swaziland",1992,5.392
"8671","Sint Maarten (Dutch part)",1992,2.03
"8672","Seychelles",1992,2.696
"8673","Syrian Arab Republic",1992,4.925
"8675","Chad",1992,7.376
"8676","East Asia & Pacific (IDA & IBRD countries)",1992,2.40000197322836
"8677","Europe & Central Asia (IDA & IBRD countries)",1992,2.0875159518435
"8678","Togo",1992,6.082
"8679","Thailand",1992,2.003
"8680","Tajikistan",1992,4.95
"8681","Turkmenistan",1992,4.071
"8682","Latin America & the Caribbean (IDA & IBRD countries)",1992,3.1035342675648
"8683","Middle East & North Africa (IDA & IBRD countries)",1992,4.47620602113829
"8684","Timor-Leste",1992,5.651
"8685","Tonga",1992,4.583
"8686","South Asia (IDA & IBRD)",1992,4.10236563770757
"8687","Sub-Saharan Africa (IDA & IBRD countries)",1992,6.2325128691991
"8688","Trinidad and Tobago",1992,2.231
"8689","Tunisia",1992,3.27
"8690","Turkey",1992,2.908
"8692","Tanzania",1992,6.081
"8693","Uganda",1992,7.071
"8694","Ukraine",1992,1.674
"8695","Upper middle income",1992,2.42049777319278
"8696","Uruguay",1992,2.49
"8697","United States",1992,2.046
"8698","Uzbekistan",1992,4.004
"8699","St. Vincent and the Grenadines",1992,2.86
"8700","Venezuela, RB",1992,3.292
"8702","Virgin Islands (U.S.)",1992,2.813
"8703","Vietnam",1992,3.26
"8704","Vanuatu",1992,4.85
"8705","West Bank and Gaza",1992,6.608
"8706","World",1992,3.10272533183084
"8707","Samoa",1992,4.956
"8708","Yemen, Rep.",1992,8.27
"8709","South Africa",1992,3.408
"8710","Congo, Dem. Rep.",1992,7.099
"8711","Zambia",1992,6.38
"8712","Zimbabwe",1992,4.84
"8713","Aruba",1993,2.149
"8715","Afghanistan",1993,7.535
"8716","Angola",1993,7.139
"8717","Albania",1993,2.751
"8718","Arab World",1993,4.7414670832451
"8719","United Arab Emirates",1993,3.784
"8720","Argentina",1993,2.866
"8721","Armenia",1993,2.295
"8723","Antigua and Barbuda",1993,2.128
"8724","Australia",1993,1.859
"8725","Austria",1993,1.5
"8726","Azerbaijan",1993,2.7
"8727","Burundi",1993,7.418
"8728","Belgium",1993,1.61
"8729","Benin",1993,6.526
"8730","Burkina Faso",1993,6.917
"8731","Bangladesh",1993,3.99
"8732","Bulgaria",1993,1.46
"8733","Bahrain",1993,3.335
"8734","Bahamas, The",1993,2.601
"8735","Bosnia and Herzegovina",1993,1.671
"8736","Belarus",1993,1.61
"8737","Belize",1993,4.286
"8739","Bolivia",1993,4.664
"8740","Brazil",1993,2.583
"8741","Barbados",1993,1.728
"8742","Brunei Darussalam",1993,3.209
"8743","Bhutan",1993,5.003
"8744","Botswana",1993,4.252
"8745","Central African Republic",1993,5.653
"8746","Canada",1993,1.7
"8747","Central Europe and the Baltics",1993,1.67098939718683
"8748","Switzerland",1993,1.51
"8749","Channel Islands",1993,1.45
"8750","Chile",1993,2.358
"8751","China",1993,1.952
"8752","Cote d'Ivoire",1993,6.374
"8753","Cameroon",1993,6.173
"8754","Congo, Rep.",1993,5.194
"8755","Colombia",1993,2.794
"8756","Comoros",1993,6.053
